ano_mes,trimestre,qtd,qtd_atvc_cont,cat3_1,cat3_2,cat3_3,cat3_4,cat3_5,cat3_6,cat4_1,cat4_2,cat4_3,cat10_1
202504,02T25,64,48,B1,B2,B3,B4,B5,B6,D1,A2,B3,C10
202504,02T25,504,383,B1,B2,C3,C4,A5,A6,A1,C2,C3,C7
202504,02T25,357,271,B1,A2,A3,C4,A5,C6,C1,C2,A3,C8
202504,02T25,340,258,B1,C2,B3,C4,C5,B6,A1,D2,D3,C9
202504,02T25,62,47,B1,C2,A3,B4,A5,B6,C1,A2,A3,C4
202504,02T25,44,33,A1,A2,C3,A4,B5,B6,A1,D2,B3,C1
202504,02T25,422,320,A1,B2,A3,C4,B5,A6,D1,D2,B3,C1
202504,02T25,1,0,B1,B2,A3,C4,C5,B6,B1,C2,C3,C2
202504,02T25,185,140,C1,B2,C3,A4,B5,B6,C1,D2,D3,C7
202504,02T25,1030,782,B1,C2,C3,A4,B5,A6,A1,D2,A3,C6
202504,02T25,223,169,A1,A2,B3,A4,A5,A6,A1,D2,A3,C2
202504,02T25,357,271,B1,A2,B3,A4,A5,A6,A1,A2,B3,C6
202504,02T25,77,58,B1,B2,A3,A4,A5,C6,A1,C2,A3,C4
202504,02T25,37,28,A1,C2,C3,A4,C5,C6,D1,A2,A3,C10
202504,02T25,77,58,A1,A2,A3,C4,C5,B6,D1,A2,D3,C3
202504,02T25,529,402,A1,C2,A3,C4,A5,B6,C1,B2,D3,C2
202504,02T25,598,454,B1,A2,B3,B4,A5,A6,A1,C2,C3,C6
202504,02T25,571,433,B1,C2,A3,B4,B5,B6,A1,C2,C3,C10
202504,02T25,2,1,C1,B2,B3,A4,A5,B6,A1,C2,B3,C10
202504,02T25,192,145,A1,B2,A3,C4,C5,A6,C1,B2,A3,C6
202504,02T25,74,56,C1,A2,C3,B4,C5,B6,D1,D2,A3,C1
202504,02T25,31,23,A1,C2,A3,A4,C5,A6,D1,C2,A3,C4
202504,02T25,873,663,C1,B2,C3,B4,A5,C6,A1,D2,D3,C1
202504,02T25,29,22,C1,B2,A3,B4,A5,A6,D1,D2,C3,C7
202504,02T25,18,13,C1,B2,C3,A4,B5,C6,B1,A2,B3,C4
202504,02T25,25,19,B1,A2,C3,C4,A5,B6,D1,A2,C3,C5
202504,02T25,323,245,A1,C2,C3,C4,C5,A6,B1,B2,D3,C10
202504,02T25,404,307,C1,A2,B3,C4,B5,B6,A1,D2,D3,C10
202504,02T25,196,148,A1,C2,C3,B4,A5,B6,A1,C2,C3,C8
202504,02T25,250,190,A1,B2,C3,B4,B5,C6,D1,A2,B3,C7
202504,02T25,110,83,A1,A2,C3,C4,C5,B6,B1,D2,D3,C10
202504,02T25,132,100,C1,A2,A3,A4,B5,A6,A1,D2,D3,C6
202504,02T25,147,111,A1,B2,A3,C4,C5,A6,C1,A2,B3,C3
202504,02T25,108,82,A1,A2,A3,A4,B5,C6,C1,C2,B3,C6
202504,02T25,233,177,B1,A2,C3,B4,A5,C6,B1,B2,C3,C4
202504,02T25,50,38,B1,C2,A3,A4,B5,A6,B1,C2,B3,C9
202504,02T25,175,133,A1,C2,A3,A4,C5,A6,C1,D2,C3,C4
202504,02T25,25,19,B1,C2,B3,C4,C5,C6,B1,C2,C3,C4
202504,02T25,627,476,C1,B2,A3,A4,A5,C6,D1,C2,B3,C2
202504,02T25,55,41,B1,C2,B3,A4,A5,A6,B1,C2,C3,C1
202504,02T25,336,255,C1,A2,B3,B4,B5,B6,B1,C2,D3,C7
202504,02T25,88,66,C1,A2,C3,B4,C5,C6,C1,A2,A3,C4
202504,02T25,78,59,A1,B2,C3,A4,C5,A6,D1,A2,C3,C1
202504,02T25,400,304,C1,C2,A3,C4,A5,C6,C1,A2,B3,C8
202504,02T25,93,70,A1,C2,C3,C4,A5,A6,D1,A2,D3,C7
202504,02T25,655,497,A1,A2,C3,C4,C5,B6,B1,A2,A3,C2
202504,02T25,25,19,B1,C2,A3,A4,B5,B6,C1,D2,B3,C7
202504,02T25,607,461,B1,A2,B3,A4,B5,C6,A1,A2,B3,C8
202504,02T25,455,345,A1,C2,A3,B4,A5,B6,A1,C2,C3,C7
202504,02T25,50,38,A1,A2,A3,A4,B5,A6,B1,B2,B3,C10
202504,02T25,50,38,C1,A2,C3,B4,A5,C6,C1,C2,B3,C10
202504,02T25,25,19,A1,A2,B3,A4,C5,C6,A1,B2,C3,C4
202504,02T25,524,398,C1,B2,A3,C4,B5,C6,A1,C2,A3,C7
202504,02T25,58,44,A1,A2,B3,A4,C5,C6,A1,D2,D3,C10
202504,02T25,356,270,C1,B2,B3,B4,C5,B6,B1,D2,B3,C2
202504,02T25,668,507,B1,A2,B3,C4,B5,B6,D1,A2,D3,C2
202504,02T25,246,186,A1,A2,C3,C4,A5,C6,C1,D2,A3,C1
202504,02T25,134,101,B1,B2,A3,B4,B5,B6,C1,B2,D3,C4
202504,02T25,158,120,C1,A2,A3,B4,B5,C6,A1,A2,A3,C10
202504,02T25,137,104,C1,C2,A3,B4,C5,A6,A1,A2,A3,C8
202504,02T25,433,329,A1,C2,B3,B4,B5,B6,B1,C2,D3,C2
202504,02T25,179,136,B1,A2,C3,B4,A5,A6,A1,A2,C3,C2
202504,02T25,401,304,A1,A2,A3,B4,A5,B6,A1,A2,B3,C1
202504,02T25,245,186,C1,A2,C3,A4,A5,C6,A1,A2,C3,C9
202504,02T25,1,0,C1,C2,A3,A4,C5,A6,C1,D2,B3,C8
202504,02T25,79,60,C1,C2,C3,C4,B5,A6,C1,D2,D3,C8
202504,02T25,917,696,A1,B2,C3,C4,B5,B6,B1,D2,B3,C8
202504,02T25,116,88,B1,A2,C3,A4,C5,B6,A1,B2,D3,C5
202504,02T25,498,378,A1,C2,A3,C4,C5,A6,A1,B2,C3,C10
202504,02T25,383,291,C1,C2,B3,C4,B5,A6,A1,C2,B3,C10
202504,02T25,2,1,C1,B2,A3,B4,A5,B6,B1,B2,D3,C7
202504,02T25,45,34,B1,B2,C3,C4,C5,A6,D1,D2,D3,C2
202504,02T25,180,136,B1,A2,C3,C4,C5,A6,A1,A2,A3,C2
202504,02T25,161,122,B1,B2,A3,C4,A5,A6,D1,C2,B3,C2
202504,02T25,160,121,A1,C2,A3,B4,C5,A6,D1,B2,D3,C7
202504,02T25,508,386,A1,A2,B3,C4,C5,C6,B1,A2,A3,C2
202504,02T25,26,19,C1,C2,A3,A4,C5,B6,B1,A2,C3,C8
202504,02T25,381,289,C1,A2,B3,A4,B5,C6,C1,D2,C3,C7
202504,02T25,151,114,B1,C2,A3,B4,A5,A6,A1,C2,B3,C5
202504,02T25,95,72,C1,A2,B3,A4,C5,A6,C1,A2,D3,C10
202504,02T25,159,120,B1,B2,A3,A4,C5,A6,A1,D2,C3,C1
202504,02T25,194,147,B1,B2,B3,A4,B5,A6,D1,B2,D3,C7
202504,02T25,222,168,C1,B2,C3,B4,A5,C6,C1,A2,C3,C5
202504,02T25,199,151,B1,A2,B3,B4,A5,B6,A1,A2,A3,C1
202504,02T25,31,23,A1,B2,B3,A4,C5,C6,B1,D2,C3,C5
202504,02T25,31,23,B1,C2,B3,B4,C5,A6,B1,A2,B3,C2
202504,02T25,61,46,A1,B2,A3,B4,C5,C6,A1,C2,B3,C6
202504,02T25,306,232,C1,C2,C3,B4,B5,B6,A1,D2,D3,C1
202504,02T25,93,70,B1,B2,A3,B4,C5,B6,B1,C2,B3,C8
202504,02T25,274,208,C1,B2,C3,B4,A5,B6,C1,A2,C3,C7
202504,02T25,43,32,A1,C2,A3,C4,A5,B6,A1,B2,D3,C10
202504,02T25,24,18,C1,A2,A3,A4,C5,C6,D1,D2,B3,C9
202504,02T25,288,218,C1,A2,B3,A4,A5,B6,A1,C2,C3,C6
202504,02T25,208,158,B1,C2,C3,C4,B5,B6,C1,B2,B3,C7
202504,02T25,33,25,C1,C2,C3,A4,C5,C6,D1,A2,C3,C3
202504,02T25,203,154,A1,B2,B3,A4,A5,B6,A1,A2,A3,C9
202504,02T25,311,236,B1,B2,B3,A4,C5,A6,A1,B2,C3,C3
202504,02T25,570,433,B1,C2,C3,C4,A5,C6,D1,A2,B3,C2
202504,02T25,9,6,A1,B2,B3,A4,B5,A6,D1,B2,C3,C4
202504,02T25,270,205,B1,A2,C3,C4,A5,C6,C1,B2,D3,C2
202504,02T25,28,21,A1,A2,A3,A4,B5,A6,D1,B2,A3,C4
202504,02T25,201,152,A1,B2,A3,A4,A5,B6,D1,A2,D3,C8
202504,02T25,597,453,A1,C2,A3,B4,C5,C6,B1,C2,D3,C10
202504,02T25,189,143,B1,A2,B3,C4,A5,B6,D1,C2,C3,C8
202504,02T25,226,171,B1,A2,A3,B4,A5,A6,C1,A2,C3,C1
202504,02T25,50,38,A1,B2,C3,A4,A5,A6,C1,C2,C3,C2
202504,02T25,40,30,C1,C2,B3,C4,C5,C6,A1,C2,A3,C4
202504,02T25,301,228,A1,C2,B3,B4,A5,A6,C1,B2,A3,C3
202504,02T25,136,103,C1,A2,B3,B4,C5,A6,C1,A2,B3,C8
202504,02T25,268,203,A1,B2,A3,C4,C5,C6,B1,C2,B3,C5
202504,02T25,34,25,B1,C2,B3,A4,B5,A6,A1,D2,D3,C9
202504,02T25,618,469,C1,A2,B3,A4,C5,C6,A1,C2,D3,C3
202504,02T25,1224,930,A1,B2,C3,B4,C5,B6,D1,C2,D3,C3
202504,02T25,267,202,A1,C2,B3,A4,C5,B6,C1,D2,D3,C2
202504,02T25,92,69,A1,B2,C3,C4,C5,A6,D1,D2,D3,C3
202504,02T25,190,144,B1,C2,C3,C4,C5,A6,C1,B2,D3,C1
202504,02T25,429,326,C1,B2,A3,C4,B5,C6,D1,A2,A3,C1
202504,02T25,128,97,C1,A2,A3,A4,A5,C6,D1,B2,D3,C1
202504,02T25,44,33,C1,C2,B3,B4,B5,A6,A1,A2,B3,C7
202504,02T25,262,199,B1,C2,A3,B4,B5,C6,A1,B2,D3,C1
202504,02T25,41,31,B1,C2,C3,A4,B5,C6,B1,C2,B3,C10
202504,02T25,129,98,C1,A2,B3,A4,B5,A6,A1,C2,D3,C6
202504,02T25,702,533,B1,A2,C3,A4,A5,C6,B1,B2,D3,C3
202504,02T25,33,25,A1,A2,B3,B4,A5,A6,A1,B2,C3,C1
202505,02T25,426,323,A1,B2,B3,A4,B5,A6,C1,C2,D3,C3
202505,02T25,2,1,A1,B2,B3,B4,B5,B6,D1,A2,C3,C1
202505,02T25,10,7,C1,B2,A3,C4,C5,C6,A1,D2,D3,C10
202505,02T25,314,238,C1,B2,B3,A4,A5,A6,B1,B2,C3,C1
202505,02T25,868,659,A1,C2,A3,A4,A5,A6,B1,A2,A3,C1
202505,02T25,320,243,A1,A2,C3,C4,A5,C6,A1,B2,D3,C8
202505,02T25,323,245,C1,A2,A3,A4,A5,B6,A1,A2,C3,C9
202505,02T25,585,444,A1,A2,B3,A4,A5,B6,C1,B2,D3,C1
202505,02T25,106,80,A1,A2,A3,A4,A5,C6,D1,A2,B3,C3
202505,02T25,653,496,B1,A2,A3,A4,C5,A6,D1,A2,C3,C10
202505,02T25,937,712,C1,C2,C3,B4,C5,C6,D1,A2,C3,C9
202505,02T25,2,1,B1,C2,C3,A4,C5,C6,D1,C2,A3,C7
202505,02T25,655,497,C1,C2,C3,B4,A5,B6,B1,D2,B3,C8
202505,02T25,116,88,A1,A2,A3,C4,C5,B6,C1,A2,A3,C5
202505,02T25,71,53,C1,C2,B3,B4,B5,A6,C1,C2,D3,C10
202505,02T25,106,80,A1,A2,A3,B4,B5,A6,B1,B2,A3,C8
202505,02T25,221,167,C1,A2,B3,B4,C5,B6,A1,A2,D3,C7
202505,02T25,347,263,C1,B2,B3,A4,B5,B6,D1,C2,B3,C10
202505,02T25,42,31,B1,A2,A3,A4,A5,A6,B1,A2,C3,C6
202505,02T25,55,41,A1,B2,A3,B4,C5,B6,A1,D2,A3,C10
202505,02T25,282,214,B1,B2,A3,A4,A5,A6,A1,A2,A3,C10
202505,02T25,543,412,C1,A2,C3,B4,A5,B6,A1,D2,B3,C7
202505,02T25,388,294,C1,B2,A3,B4,C5,C6,B1,A2,D3,C9
202505,02T25,252,191,C1,A2,B3,C4,A5,A6,D1,B2,B3,C6
202505,02T25,660,501,B1,B2,C3,C4,A5,B6,A1,D2,A3,C4
202505,02T25,41,31,C1,A2,C3,A4,C5,B6,C1,A2,A3,C8
202505,02T25,256,194,B1,B2,C3,C4,A5,C6,B1,C2,A3,C7
202505,02T25,274,208,C1,B2,B3,C4,A5,A6,C1,B2,B3,C4
202505,02T25,575,437,C1,B2,C3,A4,B5,C6,A1,C2,D3,C10
202505,02T25,105,79,A1,C2,B3,B4,C5,A6,B1,A2,D3,C8
202505,02T25,177,134,C1,B2,C3,A4,A5,C6,B1,B2,D3,C5
202505,02T25,383,291,A1,A2,B3,B4,B5,A6,B1,B2,A3,C6
202505,02T25,70,53,A1,B2,A3,C4,A5,C6,B1,C2,D3,C5
202505,02T25,318,241,B1,A2,B3,B4,A5,A6,C1,D2,A3,C8
202505,02T25,63,47,A1,B2,A3,A4,B5,C6,A1,D2,C3,C5
202505,02T25,529,402,B1,C2,B3,B4,B5,B6,B1,B2,C3,C5
202505,02T25,8,6,C1,C2,C3,A4,B5,C6,D1,A2,C3,C5
202505,02T25,849,645,C1,C2,C3,B4,A5,A6,B1,A2,A3,C5
202505,02T25,105,79,A1,B2,A3,A4,C5,A6,C1,A2,B3,C7
202505,02T25,110,83,A1,B2,C3,C4,B5,B6,A1,B2,C3,C8
202505,02T25,1142,867,C1,A2,A3,A4,C5,A6,B1,C2,A3,C6
202505,02T25,24,18,A1,C2,A3,A4,C5,A6,B1,A2,B3,C3
202505,02T25,78,59,B1,C2,C3,C4,C5,A6,D1,A2,D3,C6
202505,02T25,456,346,C1,C2,A3,B4,C5,C6,A1,A2,D3,C1
202505,02T25,421,319,A1,A2,B3,B4,B5,A6,A1,C2,D3,C8
202505,02T25,195,148,A1,A2,B3,B4,C5,C6,D1,B2,C3,C4
202505,02T25,5,3,B1,B2,B3,A4,C5,C6,B1,A2,C3,C3
202505,02T25,468,355,B1,B2,B3,C4,C5,A6,D1,C2,D3,C2
202505,02T25,92,69,B1,C2,C3,C4,B5,B6,B1,A2,C3,C4
202505,02T25,58,44,A1,B2,C3,A4,C5,A6,B1,D2,D3,C3
202505,02T25,149,113,A1,B2,A3,C4,A5,A6,D1,A2,A3,C6
202505,02T25,107,81,A1,C2,C3,B4,C5,A6,C1,B2,C3,C4
202505,02T25,541,411,A1,B2,B3,C4,B5,C6,A1,C2,D3,C1
202505,02T25,392,297,A1,A2,A3,B4,A5,C6,A1,A2,A3,C5
202505,02T25,318,241,B1,A2,A3,A4,B5,A6,D1,C2,C3,C3
202505,02T25,193,146,C1,C2,B3,B4,B5,B6,D1,C2,A3,C3
202505,02T25,576,437,B1,B2,B3,C4,C5,C6,A1,A2,A3,C8
202505,02T25,2,1,C1,C2,B3,A4,A5,A6,B1,A2,C3,C6
202505,02T25,286,217,C1,B2,B3,B4,A5,A6,A1,A2,D3,C6
202505,02T25,42,31,C1,A2,A3,C4,A5,C6,D1,B2,A3,C10
202505,02T25,369,280,C1,C2,B3,A4,C5,C6,B1,A2,B3,C7
202505,02T25,1,0,A1,B2,A3,B4,B5,B6,A1,A2,C3,C9
202505,02T25,563,427,B1,A2,A3,B4,B5,A6,D1,C2,B3,C9
202505,02T25,94,71,B1,A2,B3,B4,A5,C6,C1,C2,C3,C9
202505,02T25,32,24,C1,C2,B3,A4,C5,A6,A1,C2,D3,C2
202505,02T25,80,60,C1,C2,A3,C4,C5,B6,A1,C2,B3,C10
202505,02T25,30,22,B1,A2,C3,B4,C5,C6,B1,A2,D3,C1
202505,02T25,13,9,B1,C2,B3,C4,A5,B6,C1,D2,D3,C2
202505,02T25,60,45,C1,B2,B3,A4,A5,A6,C1,D2,D3,C1
202505,02T25,91,69,A1,A2,C3,B4,B5,C6,B1,D2,A3,C10
202505,02T25,90,68,C1,C2,A3,B4,B5,A6,A1,D2,B3,C6
202505,02T25,153,116,A1,B2,C3,B4,A5,C6,B1,C2,D3,C4
202505,02T25,152,115,A1,C2,A3,A4,A5,C6,C1,A2,C3,C8
202505,02T25,0,0,C1,B2,C3,B4,A5,C6,A1,A2,B3,C1
202505,02T25,115,87,B1,A2,A3,B4,A5,C6,D1,D2,B3,C10
202505,02T25,1036,787,C1,A2,C3,C4,A5,A6,B1,D2,B3,C6
202505,02T25,337,256,C1,B2,A3,B4,B5,B6,D1,A2,A3,C6
202505,02T25,1,0,C1,B2,C3,C4,C5,C6,A1,B2,C3,C3
202505,02T25,127,96,B1,C2,B3,B4,A5,A6,D1,C2,B3,C7
202505,02T25,28,21,A1,C2,C3,C4,A5,C6,A1,D2,D3,C1
202505,02T25,67,50,C1,B2,A3,C4,A5,A6,A1,D2,C3,C3
202505,02T25,156,118,A1,A2,B3,B4,C5,B6,C1,A2,C3,C10
202505,02T25,168,127,B1,A2,B3,C4,B5,B6,A1,C2,B3,C5
202505,02T25,435,330,B1,A2,A3,C4,C5,B6,A1,B2,C3,C1
202505,02T25,62,47,A1,C2,A3,B4,A5,A6,D1,D2,D3,C5
202505,02T25,74,56,B1,B2,A3,B4,B5,C6,B1,C2,A3,C6
202505,02T25,462,351,C1,C2,B3,B4,C5,C6,D1,D2,C3,C8
202505,02T25,368,279,B1,B2,C3,C4,C5,C6,B1,C2,C3,C7
202505,02T25,922,700,B1,B2,B3,B4,C5,C6,D1,C2,B3,C1
202505,02T25,94,71,A1,A2,B3,A4,A5,A6,D1,D2,B3,C9
202505,02T25,425,323,A1,C2,C3,A4,A5,A6,B1,A2,A3,C3
202505,02T25,91,69,B1,C2,A3,A4,A5,C6,A1,B2,B3,C10
202505,02T25,343,260,A1,A2,C3,C4,A5,C6,D1,B2,D3,C5
202505,02T25,650,494,A1,A2,A3,A4,C5,A6,C1,C2,A3,C8
202505,02T25,360,273,C1,B2,C3,A4,B5,B6,A1,A2,C3,C10
202505,02T25,484,367,B1,B2,B3,B4,B5,B6,D1,D2,A3,C9
202505,02T25,121,91,A1,C2,C3,A4,B5,B6,B1,D2,B3,C6
202505,02T25,216,164,B1,C2,B3,A4,B5,A6,B1,C2,A3,C2
202505,02T25,141,107,A1,B2,B3,C4,B5,B6,D1,A2,D3,C10
202505,02T25,401,304,B1,B2,B3,B4,A5,C6,B1,D2,B3,C2
202505,02T25,353,268,A1,C2,C3,C4,A5,C6,A1,D2,D3,C4
202505,02T25,245,186,C1,B2,B3,B4,C5,C6,C1,A2,C3,C5
202505,02T25,195,148,A1,C2,B3,B4,C5,A6,D1,C2,D3,C6
202505,02T25,275,209,A1,B2,C3,B4,A5,A6,D1,C2,C3,C7
202505,02T25,586,445,A1,B2,A3,A4,A5,C6,B1,B2,C3,C2
202505,02T25,334,253,B1,A2,B3,B4,C5,C6,D1,D2,D3,C2
202505,02T25,150,114,C1,C2,A3,B4,A5,C6,C1,A2,A3,C1
202505,02T25,18,13,B1,A2,B3,B4,C5,C6,C1,A2,C3,C9
202505,02T25,294,223,A1,B2,A3,B4,B5,C6,C1,B2,B3,C10
202505,02T25,90,68,C1,B2,A3,C4,C5,B6,A1,C2,A3,C7
202505,02T25,176,133,B1,C2,B3,C4,A5,A6,B1,D2,D3,C8
202505,02T25,85,64,A1,C2,B3,A4,C5,A6,A1,A2,D3,C3
202505,02T25,53,40,B1,C2,C3,C4,A5,C6,B1,B2,A3,C5
202505,02T25,109,82,A1,A2,B3,A4,A5,A6,D1,B2,B3,C2
202505,02T25,536,407,C1,C2,A3,B4,B5,A6,D1,C2,B3,C6
202505,02T25,0,0,B1,B2,A3,A4,A5,A6,A1,C2,B3,C1
202505,02T25,577,438,B1,C2,B3,A4,A5,C6,D1,A2,C3,C6
202505,02T25,413,313,C1,A2,A3,A4,A5,C6,D1,A2,A3,C9
202505,02T25,497,377,B1,B2,C3,A4,B5,B6,B1,C2,C3,C1
202505,02T25,201,152,B1,B2,B3,C4,B5,C6,D1,B2,B3,C5
202505,02T25,166,126,B1,A2,C3,B4,A5,A6,C1,C2,A3,C8
202505,02T25,131,99,C1,C2,C3,B4,B5,A6,A1,D2,C3,C3
202505,02T25,62,47,B1,C2,B3,C4,B5,A6,A1,B2,C3,C2
202505,02T25,148,112,C1,B2,C3,A4,B5,A6,A1,A2,D3,C9
202505,02T25,312,237,A1,B2,B3,A4,A5,C6,A1,D2,D3,C3
202505,02T25,401,304,A1,C2,B3,A4,C5,B6,B1,C2,C3,C10
202505,02T25,25,19,B1,A2,A3,A4,B5,A6,A1,A2,D3,C2
202505,02T25,454,345,C1,C2,C3,B4,C5,B6,A1,C2,B3,C8
202505,02T25,672,510,B1,C2,A3,A4,B5,C6,D1,A2,A3,C7
202505,02T25,179,136,A1,A2,A3,A4,A5,C6,A1,C2,B3,C5
202505,02T25,96,72,C1,B2,B3,B4,C5,B6,A1,D2,A3,C1
202505,02T25,47,35,A1,A2,C3,C4,C5,C6,C1,B2,A3,C7
202505,02T25,773,587,C1,A2,A3,B4,A5,B6,A1,C2,B3,C10
202505,02T25,143,108,C1,C2,B3,C4,B5,A6,C1,C2,A3,C8
202505,02T25,250,190,B1,A2,B3,C4,A5,C6,C1,A2,C3,C5
202505,02T25,545,414,A1,B2,A3,C4,A5,C6,C1,D2,D3,C9
202505,02T25,1044,793,C1,C2,C3,A4,C5,A6,C1,B2,D3,C5
202505,02T25,29,22,C1,A2,B3,B4,A5,B6,A1,B2,A3,C7
202505,02T25,108,82,B1,C2,C3,A4,C5,C6,C1,A2,D3,C8
202505,02T25,80,60,C1,B2,B3,A4,C5,C6,D1,B2,B3,C6
202505,02T25,187,142,C1,C2,A3,B4,B5,A6,A1,D2,B3,C3
202505,02T25,462,351,B1,B2,C3,A4,C5,C6,B1,B2,C3,C7
202505,02T25,594,451,B1,B2,C3,B4,B5,A6,B1,C2,C3,C5
202505,02T25,124,94,B1,A2,A3,B4,A5,B6,A1,C2,C3,C10
202505,02T25,194,147,C1,A2,C3,B4,A5,B6,D1,A2,D3,C9
202505,02T25,43,32,B1,C2,B3,A4,B5,B6,B1,C2,B3,C3
202505,02T25,235,178,C1,A2,C3,C4,C5,B6,B1,B2,A3,C5
202505,02T25,493,374,C1,A2,A3,B4,A5,B6,D1,D2,D3,C6
202505,02T25,181,137,A1,C2,C3,B4,B5,B6,B1,D2,C3,C2
202505,02T25,215,163,A1,C2,B3,C4,B5,B6,B1,A2,C3,C1
202505,02T25,376,285,B1,A2,A3,C4,A5,B6,C1,A2,C3,C9
202505,02T25,771,585,A1,B2,C3,C4,B5,B6,B1,D2,B3,C4
202505,02T25,31,23,A1,C2,A3,A4,A5,C6,A1,B2,B3,C8
202505,02T25,33,25,B1,A2,B3,A4,A5,C6,C1,B2,B3,C6
202505,02T25,248,188,A1,B2,B3,B4,B5,C6,A1,C2,D3,C5
202505,02T25,256,194,C1,C2,C3,A4,A5,A6,D1,D2,D3,C2
202505,02T25,50,38,A1,C2,A3,C4,A5,C6,C1,C2,D3,C4
202505,02T25,173,131,C1,A2,C3,A4,A5,B6,D1,A2,D3,C5
202505,02T25,177,134,A1,A2,C3,B4,C5,B6,D1,A2,D3,C3
202505,02T25,149,113,C1,C2,A3,A4,A5,C6,A1,C2,C3,C5
202505,02T25,617,468,A1,C2,B3,A4,A5,A6,C1,C2,A3,C1
202505,02T25,133,101,C1,C2,C3,C4,C5,C6,C1,B2,B3,C8
202505,02T25,95,72,B1,C2,C3,C4,A5,C6,C1,C2,A3,C1
202505,02T25,435,330,B1,A2,B3,C4,C5,B6,B1,D2,C3,C3
202505,02T25,403,306,A1,B2,A3,A4,B5,C6,C1,C2,D3,C10
202505,02T25,66,50,A1,C2,B3,B4,B5,B6,C1,A2,D3,C10
202505,02T25,191,145,B1,A2,A3,B4,C5,C6,B1,A2,D3,C3
202505,02T25,54,41,A1,B2,A3,A4,C5,A6,C1,D2,D3,C7
202505,02T25,41,31,A1,A2,A3,A4,B5,A6,C1,A2,A3,C6
202505,02T25,560,425,C1,B2,B3,C4,B5,A6,C1,D2,B3,C3
202505,02T25,232,176,B1,B2,B3,A4,C5,A6,C1,A2,A3,C6
202505,02T25,260,197,B1,A2,C3,C4,B5,A6,A1,C2,D3,C10
202505,02T25,149,113,A1,A2,C3,A4,C5,C6,C1,A2,D3,C10
202505,02T25,248,188,B1,C2,A3,A4,A5,B6,C1,D2,D3,C8
202505,02T25,79,60,A1,B2,B3,B4,A5,C6,A1,C2,A3,C5
202505,02T25,847,643,C1,B2,B3,C4,C5,C6,B1,D2,C3,C10
202505,02T25,224,170,B1,A2,C3,C4,C5,B6,D1,D2,B3,C7
202505,02T25,199,151,A1,B2,B3,B4,C5,A6,A1,A2,B3,C4
202505,02T25,89,67,B1,A2,A3,A4,A5,C6,B1,A2,A3,C8
202505,02T25,9,6,A1,B2,C3,C4,A5,A6,A1,D2,B3,C3
202505,02T25,199,151,A1,C2,A3,C4,C5,C6,C1,B2,C3,C1
202505,02T25,126,95,C1,B2,C3,B4,C5,B6,D1,D2,B3,C2
202505,02T25,119,90,C1,B2,B3,C4,C5,B6,A1,A2,C3,C8
202505,02T25,653,496,B1,C2,B3,B4,A5,A6,B1,A2,A3,C10
202505,02T25,129,98,A1,A2,A3,A4,C5,C6,A1,D2,A3,C1
202505,02T25,63,47,C1,C2,C3,C4,B5,C6,C1,B2,C3,C1
202505,02T25,51,38,A1,C2,A3,B4,A5,C6,A1,A2,C3,C8
202505,02T25,83,63,A1,A2,A3,A4,A5,C6,A1,C2,C3,C2
202505,02T25,25,19,B1,A2,B3,A4,A5,B6,C1,D2,D3,C5
202505,02T25,51,38,C1,B2,C3,A4,A5,A6,A1,A2,A3,C6
202505,02T25,110,83,B1,B2,B3,B4,A5,B6,D1,D2,C3,C1
202505,02T25,591,449,A1,B2,B3,C4,B5,B6,C1,B2,A3,C1
202505,02T25,608,462,B1,C2,C3,B4,B5,C6,A1,A2,A3,C2
202505,02T25,80,60,B1,C2,C3,C4,C5,C6,A1,A2,A3,C8
202505,02T25,431,327,A1,A2,B3,C4,C5,A6,C1,A2,C3,C7
202505,02T25,43,32,B1,A2,A3,A4,C5,A6,D1,C2,C3,C3
202505,02T25,115,87,A1,B2,B3,B4,A5,B6,D1,B2,B3,C9
202505,02T25,101,76,C1,C2,C3,C4,A5,C6,A1,A2,B3,C2
202505,02T25,567,430,A1,C2,A3,C4,B5,B6,A1,D2,B3,C6
202505,02T25,28,21,B1,C2,B3,C4,C5,C6,C1,D2,C3,C3
202506,02T25,117,88,C1,A2,A3,B4,B5,A6,A1,C2,D3,C9
202506,02T25,190,144,C1,B2,B3,B4,A5,A6,D1,D2,C3,C1
202506,02T25,419,318,A1,A2,B3,B4,A5,A6,C1,A2,B3,C2
202506,02T25,437,332,C1,A2,C3,A4,C5,C6,B1,C2,A3,C6
202506,02T25,447,339,A1,C2,A3,C4,C5,C6,A1,D2,C3,C10
202506,02T25,112,85,A1,A2,C3,C4,B5,B6,A1,D2,A3,C8
202506,02T25,1115,847,B1,B2,B3,B4,C5,B6,D1,B2,C3,C5
202506,02T25,651,494,A1,C2,C3,B4,B5,C6,D1,C2,B3,C7
202506,02T25,180,136,A1,A2,C3,C4,A5,A6,A1,A2,B3,C10
202506,02T25,335,254,C1,B2,C3,A4,C5,B6,D1,C2,D3,C2
202506,02T25,510,387,B1,A2,B3,C4,C5,C6,C1,B2,A3,C1
202506,02T25,109,82,C1,C2,C3,B4,C5,A6,B1,D2,B3,C8
202506,02T25,32,24,A1,A2,B3,B4,B5,B6,C1,A2,D3,C9
202506,02T25,432,328,C1,C2,B3,B4,B5,B6,D1,C2,A3,C10
202506,02T25,365,277,B1,B2,C3,C4,B5,C6,A1,C2,D3,C8
